,Country,Sex ,Date
5877,USA,M,2009?
5881,USA,M,Before 2012
5884,USA,M,Before 1908
5890,USA,F,Before 2009
5891,USA,M,Beforer 1994
5900,USA,M,Before 2006
5907,USA,M,No date
5916,USA,M,"No date, Before  1975"
5920,USA,M,"No date, Before 1963"
5922,USA,M,"No date, Before 1963"
5923,USA,M,"No date, Before 1902"
5935,USA,F,Before  19-Jun-1959
5939,USA,M,Before 1958
5973,USA,M,Before 1921
5978,USA,M,Before          17-Jul-1916
5982,USA,F,Circa 1862
5989,USA,M,1900-1905
